id,energy_system_id,significant_energy_use_id,baseline_model_id,ide_id,area_id,energy_use_id,year,month,month_number,real_consumption,consumption_unit,expected_consumption,ide_real,ide_expected,difference,percentage_difference,energy_savings,accumulated_savings,compliance_status,comments,status,created_by,created_at,updated_by,updated_at
38,1,2,4,4,1,2,2024,2,2,10186.39,Litros,9431.846,10.2893,9.5271,754.544,8.0,0,0.0,compliant,Seguimiento mensual LBEN_GEN_GLP 02/2024,reviewed,1,2024-02-28T12:00:00+00:00,2,2024-02-28T12:30:00+00:00
39,1,2,4,4,1,2,2024,3,3,10600.73,Litros,9464.939,10.2423,9.1449,1135.791,12.0,0,0.0,warning,Seguimiento mensual LBEN_GEN_GLP 03/2024,approved,1,2024-03-28T12:00:00+00:00,2,2024-03-28T12:30:00+00:00
40,1,2,4,4,1,2,2024,4,4,9972.93,Litros,9498.032,9.2342,8.7945,474.898,5.0,0,0.0,compliant,Seguimiento mensual LBEN_GEN_GLP 04/2024,draft,1,2024-04-28T12:00:00+00:00,2,2024-04-28T12:30:00+00:00
41,1,2,4,4,1,2,2024,5,5,9817.06,Litros,9531.125,8.7263,8.4721,285.935,3.0,0,0.0,compliant,Seguimiento mensual LBEN_GEN_GLP 05/2024,submitted,1,2024-05-28T12:00:00+00:00,2,2024-05-28T12:30:00+00:00
42,1,2,4,4,1,2,2024,6,6,10998.85,Litros,9564.218,9.4007,8.1745,1434.632,15.0,0,0.0,warning,Seguimiento mensual LBEN_GEN_GLP 06/2024,reviewed,1,2024-06-28T12:00:00+00:00,2,2024-06-28T12:30:00+00:00
43,1,2,4,4,1,2,2024,7,7,9501.34,Litros,9597.311,7.82,7.899,-95.971,-1.0,95.97,95.97,compliant,Seguimiento mensual LBEN_GEN_GLP 07/2024,approved,1,2024-07-28T12:00:00+00:00,2,2024-07-28T12:30:00+00:00
44,1,2,4,4,1,2,2024,8,8,11363.88,Litros,9630.404,9.019,7.6432,1733.476,18.0,0,95.97,warning,Seguimiento mensual LBEN_GEN_GLP 08/2024,draft,1,2024-08-28T12:00:00+00:00,2,2024-08-28T12:30:00+00:00
45,1,2,4,4,1,2,2024,9,9,10243.31,Litros,9663.497,7.8493,7.405,579.813,6.0,0,95.97,compliant,Seguimiento mensual LBEN_GEN_GLP 09/2024,submitted,1,2024-09-28T12:00:00+00:00,2,2024-09-28T12:30:00+00:00
46,1,2,4,4,1,2,2024,10,10,10569.28,Litros,9696.59,7.8291,7.1827,872.69,9.0,0,95.97,compliant,Seguimiento mensual LBEN_GEN_GLP 10/2024,reviewed,1,2024-10-28T12:00:00+00:00,2,2024-10-28T12:30:00+00:00
47,1,2,4,4,1,2,2024,11,11,11675.62,Litros,9729.683,8.3696,6.9747,1945.937,20.0,0,95.97,warning,Seguimiento mensual LBEN_GEN_GLP 11/2024,approved,1,2024-11-28T12:00:00+00:00,2,2024-11-28T12:30:00+00:00
48,1,2,4,4,1,2,2024,12,12,9567.52,Litros,9762.776,6.6441,6.7797,-195.256,-2.0,195.26,291.23,compliant,Seguimiento mensual LBEN_GEN_GLP 12/2024,draft,1,2024-12-28T12:00:00+00:00,2,2024-12-28T12:30:00+00:00
49,1,3,5,5,1,3,2024,1,1,25545.2,Litros,25292.2745,26.7489,26.4841,252.9255,1.0,0,0.0,compliant,Seguimiento mensual LBEN_GEN_DIESEL 01/2024,submitted,1,2024-01-28T12:00:00+00:00,2,2024-01-28T12:30:00+00:00
50,1,3,5,5,1,3,2024,2,2,27075.32,Litros,25304.039,26.8072,25.0535,1771.281,7.0,0,0.0,compliant,Seguimiento mensual LBEN_GEN_DIESEL 02/2024,reviewed,1,2024-02-28T12:00:00+00:00,2,2024-02-28T12:30:00+00:00
51,1,3,5,5,1,3,2024,3,3,28606.86,Litros,25315.8035,26.8609,23.7707,3291.0565,13.0,0,0.0,warning,Seguimiento mensual LBEN_GEN_DIESEL 03/2024,approved,1,2024-03-28T12:00:00+00:00,2,2024-03-28T12:30:00+00:00
52,1,3,5,5,1,3,2024,4,4,26340.67,Litros,25327.568,23.5185,22.6139,1013.102,4.0,0,0.0,compliant,Seguimiento mensual LBEN_GEN_DIESEL 04/2024,draft,1,2024-04-28T12:00:00+00:00,2,2024-04-28T12:30:00+00:00
53,1,3,5,5,1,3,2024,5,5,25846.12,Litros,25339.3325,21.9967,21.5654,506.7875,2.0,0,0.0,compliant,Seguimiento mensual LBEN_GEN_DIESEL 05/2024,submitted,1,2024-05-28T12:00:00+00:00,2,2024-05-28T12:30:00+00:00
54,1,3,5,5,1,3,2024,6,6,29407.27,Litros,25351.097,23.9083,20.6106,4056.173,16.0,0,0.0,warning,Seguimiento mensual LBEN_GEN_DIESEL 06/2024,reviewed,1,2024-06-28T12:00:00+00:00,2,2024-06-28T12:30:00+00:00
55,1,3,5,5,1,3,2024,7,7,24855.6,Litros,25362.8615,19.3429,19.7376,-507.2615,-2.0,507.26,507.26,compliant,Seguimiento mensual LBEN_GEN_DIESEL 07/2024,approved,1,2024-07-28T12:00:00+00:00,2,2024-07-28T12:30:00+00:00
56,1,3,5,5,1,3,2024,8,8,30195.8,Litros,25374.626,22.5342,18.9363,4821.174,19.0,0,507.26,warning,Seguimiento mensual LBEN_GEN_DIESEL 08/2024,draft,1,2024-08-28T12:00:00+00:00,2,2024-08-28T12:30:00+00:00
57,1,3,5,5,1,3,2024,9,9,26655.71,Litros,25386.3905,19.108,18.1981,1269.3195,5.0,0,507.26,compliant,Seguimiento mensual LBEN_GEN_DIESEL 09/2024,submitted,1,2024-09-28T12:00:00+00:00,2,2024-09-28T12:30:00+00:00
58,1,3,5,5,1,3,2024,10,10,27430.01,Litros,25398.155,18.9172,17.516,2031.855,8.0,0,507.26,compliant,Seguimiento mensual LBEN_GEN_DIESEL 10/2024,reviewed,1,2024-10-28T12:00:00+00:00,2,2024-10-28T12:30:00+00:00
59,1,3,5,5,1,3,2024,11,11,31000.1,Litros,25409.9195,20.5981,16.8837,5590.1805,22.0,0,507.26,non_compliant,Seguimiento mensual LBEN_GEN_DIESEL 11/2024,approved,1,2024-11-28T12:00:00+00:00,2,2024-11-28T12:30:00+00:00
60,1,3,5,5,1,3,2024,12,12,25167.47,Litros,25421.684,16.133,16.296,-254.214,-1.0,254.21,761.47,compliant,Seguimiento mensual LBEN_GEN_DIESEL 12/2024,draft,1,2024-12-28T12:00:00+00:00,2,2024-12-28T12:30:00+00:00
